Passenger 1 ID,Passenger 2 ID,Number of flights together
7023,3752,4
2279,2295,4
9020,9060,4
7076,1064,4
4097,5489,4
2534,2544,4
8957,8965,4
659,624,4
752,1219,4
716,749,4
1247,1066,4
762,739,4
7635,8383,4
4659,1678,4
6408,950,4
4200,855,4
1687,2412,4
6531,1554,4
8963,8948,4
5706,1865,4
3477,8402,4
9300,7830,4
10394,4010,4
989,1396,4
10175,3112,4
3438,733,4
6831,848,4
809,3741,4
10329,12582,4
2754,4331,4
3286,3690,4
1296,7579,4
391,6136,4
11282,12862,4
5718,5793,4
2294,6844,4
876,2101,4
7135,7189,4
5467,6092,4
4034,6729,4
10850,8803,4
5477,5409,4
3580,3528,4
11909,4379,4
2336,8260,4
10016,7579,4
8363,8961,4
1043,1021,4
4332,1371,4
241,7098,4
6703,7866,4
8263,9932,4
12020,12411,4
4182,4178,4
2488,7209,4
2939,1482,4
4713,7191,4
3463,2105,4
11198,11102,4
9294,1352,4
10791,10753,4
6408,997,4
8956,8968,4
354,313,4
5470,7499,4
4052,1818,4
334,224,4
9027,9096,4
727,731,4
6054,5799,4
272,292,4
3568,3535,4
751,795,4
8363,10107,4
11118,11164,4
7898,3064,4
5734,5706,4
14714,14727,4
1240,1800,4
758,774,4
6802,5137,4
1616,1608,4
4126,991,4
5544,5596,4
935,167,4
4217,9659,4
11353,3962,4
9119,9166,4
5450,5460,4
7363,7331,4
2020,2940,4
9781,1597,4
819,884,4
1937,1917,4
766,737,4
2437,662,4
5543,5515,4
7656,11400,4
11483,1327,4
11158,11180,4
13561,6591,4
3975,6877,4
7118,4143,4
5082,4632,4
371,400,4
3615,10762,4
1013,3488,4
7286,13842,4
11007,1064,4
1871,7376,4
5858,5892,4
3544,5720,4
1106,352,4
2475,2474,4
13541,13549,4
1627,8092,4
11190,11141,4
4483,1343,4
4972,1484,4
7794,7721,4
11128,11158,4
1464,4044,4
11886,7393,4
241,5209,4
1573,11649,4
7437,7192,4
3418,211,4
3024,6414,4
142,173,4
3336,2589,4
3188,3151,4
416,2870,4
2912,2988,4
5421,1696,4
3943,380,4
5056,3243,4
5478,5500,4
14780,14757,4
2780,5976,4
1698,1631,4
1562,2851,4
4466,4418,4
680,677,4
8898,8872,4
4318,6053,4
5632,8258,4
3519,6084,4
556,1164,4
5522,1822,4
13693,12492,4
6067,13284,4
1437,10746,4
5722,5760,4
10850,10177,4
993,10365,4
4895,4802,4
4523,1598,4
9820,3631,4
5327,5350,4
5668,2857,4
4279,3526,4
2271,2134,4
9244,8572,4
749,381,4
7851,7882,4
6294,8461,4
11211,5212,4
7340,3626,4
8596,8882,4
1030,1337,4
5212,5243,4
2786,2760,4
338,366,4
5724,3576,4
8057,13571,4
3451,6890,4
1185,2143,4
315,1053,4
6127,2333,4
9824,6465,4
6893,6817,4
7809,2489,4
5798,438,4
3178,3109,4
9238,9274,4
730,707,4
10089,5116,4
10954,10354,4
5711,6458,4
12323,1769,4
3442,6921,4
5764,5733,4
3108,620,4
13886,13863,4
7350,6442,4
360,791,4
2532,5016,4
4903,2596,4
6069,5491,4
12594,10762,4
5471,5435,4
3322,7682,4
4384,7551,4
2012,174,4
7679,5209,4
165,3691,4
2467,2263,4
4796,9532,4
3322,11803,4
6839,6833,4
8017,3112,4
10455,12001,4
1343,6013,4
1782,3921,4
5414,8348,4
12891,12844,4
2663,1236,4
730,774,4
731,707,4
883,813,4
1029,1095,4
1328,1381,4
9991,13803,4
5653,5623,4
3078,6335,4
9333,9393,4
5408,9664,4
382,2354,4
5356,1826,4
3173,1447,4
1475,9282,4
4765,239,4
2509,446,4
752,399,4
5961,5972,4
6831,6877,4
2253,2228,4
1865,6069,4
1160,1419,4
1789,8411,4
4398,4483,4
4335,4338,4
8350,1335,4
10389,10394,4
8289,6786,4
11140,11157,4
8671,3992,4
10702,3064,4
3539,3535,4
14092,14022,4
11940,11963,4
9101,6733,4
721,3442,4
4115,8563,4
7605,1940,4
2701,9997,4
334,355,4
3443,865,4
669,1024,4
611,2545,4
3889,8025,4
11535,12052,4
6893,6898,4
7866,7082,4
5240,12570,4
1024,3932,4
766,719,4
360,763,4
3440,3405,4
9152,10340,4
1767,2446,4
5240,10767,4
2588,11587,4
9402,9523,4
6063,2294,4
10017,1283,4
2760,2501,4
7111,7160,4
941,2427,4
7866,5789,4
5467,5402,4
4494,5416,4
11883,11880,4
11840,5438,4
10785,3064,4
6071,5481,4
5440,2759,4
7979,10994,4
2556,1012,4
10334,5668,4
8519,11695,4
10596,11645,4
768,733,4
9374,9342,4
10467,2693,4
2717,603,4
6001,1383,4
8679,3112,4
2467,3671,4
4496,4566,4
11368,11294,4
1322,961,4
5963,5996,4
5423,1677,4
3595,2272,4
2545,3992,4
6769,5425,4
11128,11164,4
6622,6857,4
5435,5414,4
8019,1075,4
5978,5907,4
5867,756,4
2857,204,4
2262,4200,4
315,328,4
797,737,4
11527,4972,4
1635,441,4
10325,10394,4
1016,1612,4
752,226,4
4126,1075,4
3405,3477,4
9620,9622,4
2300,2271,4
4647,1046,4
765,787,4
1253,11014,4
1465,1844,4
13384,6743,4
6889,6896,4
9690,9624,4
1975,1905,4
5414,5495,4
659,4862,4
11119,11176,4
1342,10548,4
15160,15126,4
4285,4551,4
1865,4614,4
734,740,4
7956,6220,4
7111,7122,4
2243,3953,4
3671,3698,4
7568,290,4
7959,8258,4
12340,2766,4
5503,484,4
5026,5092,4
1321,9977,4
844,652,4
1181,12947,4
324,305,4
7396,1673,4
2254,2504,4
3989,3906,4
1678,5459,4
10776,10762,4
130,2325,4
7039,6750,4
5956,5986,4
9040,6339,4
5456,5494,4
740,364,4
1052,1158,4
733,749,4
1863,932,4
2264,2268,4
2511,4044,4
1051,1002,4
7679,4318,4
2720,1248,4
1232,9062,4
1031,381,4
5478,2717,4
1386,4056,4
2138,2127,4
2233,4415,4
3278,10415,4
4110,1429,4
2939,1464,4
1129,3065,4
272,2197,4
165,2004,4
10767,10709,4
3301,3360,4
2780,2645,4
4820,2336,4
1649,624,4
9548,11808,4
368,334,4
354,752,4
8411,10313,4
292,263,4
13616,13603,4
7590,7002,4
10758,2851,4
10591,9247,4
707,752,4
4152,364,4
4853,8784,4
2803,2822,4
7220,10313,4
12582,11379,4
5319,2160,4
6529,3090,4
12840,12947,4
4779,4772,4
941,1313,4
997,2759,4
5610,4433,4
5238,4113,4
2183,2197,4
7645,7606,4
5724,5966,4
7484,6927,4
7502,7505,4
3432,4121,4
2457,3245,4
5058,3536,4
9645,191,4
10596,10552,4
3677,4514,4
4435,2492,4
11190,11142,4
14266,14260,4
456,4972,4
5652,5096,4
11416,3962,4
7463,3784,4
5395,1534,4
2700,7342,4
11750,2563,4
9777,6529,4
2959,4309,4
2811,3807,4
625,8158,4
4820,8729,4
2783,2717,4
7101,7170,4
8068,5819,4
1652,1240,4
6043,6070,4
1528,6317,4
2125,9713,4
4091,5156,4
2784,2743,4
3261,1107,4
341,381,4
6532,3403,4
3128,6642,4
9282,8887,4
299,275,4
2867,1314,4
5771,2759,4
2503,5209,4
3587,4027,4
479,3837,4
6743,8736,4
4473,3173,4
1300,684,4
12581,12512,4
812,851,4
288,5669,4
5978,2453,4
6071,6064,4
3021,8120,4
11194,11151,4
16,755,4
5208,533,4
1548,4551,4
1422,204,4
106,175,4
1296,2174,4
7667,486,4
8262,2024,4
5705,5726,4
210,2532,4
5927,5990,4
8268,10762,4
7555,5111,4
8158,9410,4
477,1636,4
3477,4983,4
432,707,4
3197,3142,4
215,3180,4
5055,10758,4
10727,10751,4
5456,975,4
7433,7430,4
11559,13636,4
391,4346,4
9376,6548,4
6017,6064,4
2645,1436,4
7618,1432,4
10089,10328,4
1544,2982,4
3370,3385,4
1371,1464,4
11587,9540,4
6863,6891,4
2054,9421,4
159,4901,4
4059,4083,4
3410,1095,4
8908,8933,4
5722,5701,4
3561,3548,4
8024,6823,4
6441,1389,4
9642,1982,4
9610,3880,4
620,666,4
10453,10449,4
7486,7442,4
4711,311,4
4896,3356,4
400,5209,4
1030,11784,4
218,7711,4
2472,6583,4
1613,2886,4
6848,5966,4
241,4580,4
12552,10116,4
4415,4452,4
7810,4896,4
10016,6548,4
3875,1070,4
6289,8171,4
1960,1941,4
9753,9704,4
12001,3851,4
9212,9252,4
406,7179,4
12553,10767,4
5046,8901,4
4373,5440,4
5564,6946,4
11450,4827,4
4337,4336,4
7505,9069,4
3169,3152,4
1475,10661,4
241,10023,4
1247,1269,4
724,3414,4
1884,1853,4
420,680,4
2575,4850,4
6880,6832,4
5946,2780,4
2645,2620,4
4388,4083,4
11148,11157,4
13080,13038,4
4816,10024,4
6874,6829,4
4561,271,4
760,761,4
10187,10188,4
3527,1368,4
5383,7131,4
650,2522,4
1314,407,4
4682,446,4
4827,9421,4
5906,5914,4
5330,10742,4
8981,7811,4
10785,10705,4
2655,333,4
1548,147,4
771,764,4
5966,5769,4
4316,6898,4
10402,10419,4
6050,6019,4
2119,2110,4
9690,9686,4
4309,4387,4
5942,9755,4
6283,687,4
14754,14727,4
2108,6053,4
827,814,4
941,2928,4
6069,5500,4
1586,4632,4
5072,11214,4
6069,6847,4
4059,4012,4
6839,6898,4
6854,3120,4
5423,6097,4
479,2544,4
10179,8427,4
4165,6030,4
139,175,4
10991,1008,4
9615,11897,4
1208,2926,4
6251,6220,4
7068,7612,4
4292,4258,4
247,3151,4
407,2759,4
5419,5479,4
9152,10762,4
4353,4059,4
867,823,4
7832,1182,4
6408,5724,4
1581,1587,4
13874,18,4
3463,3436,4
211,248,4
2906,6745,4
13620,7288,4
6872,438,4
3727,6748,4
344,3645,4
5716,5782,4
11211,9994,4
631,4082,4
2358,8541,4
8006,3223,4
11007,4584,4
6915,10798,4
4983,4944,4
1423,1451,4
3637,3604,4
2221,2293,4
10377,10397,4
4945,1444,4
4179,859,4
2152,2106,4
10095,9421,4
3681,2441,4
1164,2097,4
5383,9611,4
12780,12710,4
6707,10373,4
727,737,4
11376,10261,4
5603,8084,4
6093,2284,4
797,701,4
4293,6529,4
4359,4040,4
3880,1947,4
2476,2516,4
752,3174,4
809,2916,4
6017,6817,4
5054,2861,4
3994,4856,4
9620,9648,4
1,2658,4
7327,7333,4
4359,2912,4
1096,3065,4
7240,7213,4
6857,4770,4
4945,2544,4
9076,1411,4
1044,1056,4
997,438,4
2454,2488,4
5942,3275,4
3295,1592,4
664,5203,4
340,1095,4
4233,4271,4
3888,5418,4
7790,7800,4
9777,10548,4
385,1053,4
1860,11225,4
7967,12717,4
11593,6001,4
5918,5934,4
7605,2625,4
5706,6869,4
9369,2062,4
11296,2581,4
1430,5808,4
355,5539,4
4046,3859,4
9822,9850,4
763,368,4
10310,11276,4
11896,11832,4
9766,9212,4
2411,2486,4
243,234,4
7318,6097,4
2939,4009,4
5458,5479,4
11007,10058,4
10394,6522,4
10954,10910,4
6809,6878,4
8384,8326,4
10396,10322,4
6085,13163,4
2112,4957,4
9777,8363,4
759,1001,4
9683,9677,4
2776,7820,4
1138,10023,4
9683,10661,4
3579,3518,4
8867,8877,4
9757,9777,4
13714,13746,4
288,2718,4
5946,5922,4
3438,3461,4
529,2155,4
130,141,4
4473,2243,4
10023,1850,4
792,701,4
5426,4009,4
3021,8006,4
1734,8110,4
5308,1605,4
360,395,4
9385,5623,4
4012,407,4
14650,14680,4
7872,1646,4
7495,5073,4
13862,5012,4
7209,7327,4
4025,5490,4
14008,798,4
2780,2760,4
3093,4468,4
741,2685,4
11118,11178,4
930,928,4
771,707,4
1666,5401,4
6408,6829,4
7318,3093,4
3275,7579,4
4626,5022,4
4177,411,4
3275,4217,4
9055,9088,4
1482,4082,4
7099,5111,4
9330,9363,4
4713,7902,4
2206,2281,4
5421,5451,4
8704,613,4
9066,4034,4
2531,1243,4
3979,4998,4
7226,338,4
4476,3526,4
739,795,4
6848,5734,4
1263,3595,4
8525,8533,4
4063,4013,4
8017,2065,4
10401,10416,4
14731,14701,4
4205,4269,4
966,7726,4
4309,5410,4
2702,1833,4
9997,932,4
2911,1082,4
7605,7872,4
11530,9238,4
4541,9755,4
7605,6813,4
7747,2065,4
5934,1365,4
3123,490,4
6763,6749,4
3503,6084,4
5586,2446,4
10909,3608,4
1594,1584,4
3851,4217,4
10485,10449,4
8040,9513,4
3064,61,4
772,791,4
1246,7676,4
4957,1484,4
2024,2231,4
4092,7553,4
764,752,4
8317,7469,4
2155,4329,4
9258,8290,4
6893,5993,4
9791,3513,4
1138,557,4
11124,11141,4
6067,5007,4
9171,8132,4
3730,3718,4
1528,3957,4
1598,5434,4
12787,8664,4
806,823,4
888,10023,4
4656,4941,4
3123,2573,4
13221,13218,4
1548,4255,4
1013,740,4
15112,15113,4
4945,2596,4
92,5544,4
2848,1826,4
1257,484,4
2717,4044,4
3175,8960,4
92,7643,4
243,223,4
650,3180,4
2223,3679,4
1769,1960,4
5435,5412,4
2225,3597,4
4059,1323,4
5160,5175,4
218,3159,4
6897,6824,4
4764,9009,4
6911,6921,4
8127,8180,4
7726,7772,4
2213,898,4
6707,6750,4
4249,7082,4
5683,9618,4
6441,10322,4
1177,3921,4
12351,11514,4
1311,64,4
876,802,4
10086,10011,4
382,1025,4
10551,2068,4
3859,7222,4
10714,10799,4
1993,1905,4
4084,4377,4
1027,2458,4
391,1029,4
5777,5796,4
614,224,4
4850,10389,4
1242,1267,4
9152,5414,4
4329,4377,4
2174,2532,4
1734,83,4
6256,7433,4
1531,1831,4
975,961,4
5544,7896,4
12323,356,4
3432,5016,4
2988,2905,4
6069,6878,4
3367,3385,4
7778,8338,4
5724,6824,4
4449,9677,4
6294,3477,4
2867,5423,4
4359,4321,4
4822,5259,4
3527,1572,4
10566,10561,4
637,13203,4
4373,2789,4
4494,4235,4
3286,3590,4
1250,1299,4
3128,10681,4
1246,11275,4
5414,4364,4
6041,6046,4
3902,3932,4
1608,1636,4
2500,172,4
9688,14059,4
1617,2458,4
8824,9611,4
5490,5989,4
2236,2293,4
1434,1454,4
2326,7601,4
9650,9630,4
12759,12705,4
391,3998,4
361,363,4
13564,9101,4
6951,6931,4
9042,9022,4
5746,5953,4
4391,6857,4
3568,3523,4
3295,3527,4
7770,8353,4
13609,13619,4
6469,1865,4
3089,1822,4
7248,7278,4
7023,2810,4
4717,3147,4
6471,6114,4
13270,13284,4
1230,8353,4
728,1064,4
4611,4933,4
2826,2844,4
6800,9676,4
4628,2509,4
9815,7726,4
3967,2501,4
3275,6024,4
53,2288,4
365,335,4
2332,2356,4
6813,10325,4
2754,1145,4
734,773,4
10760,10720,4
4412,2759,4
11723,7520,4
13240,6526,4
3065,11834,4
8190,8068,4
5683,5601,4
2560,3492,4
10497,4632,4
8190,7039,4
6897,4674,4
1581,1542,4
5421,5499,4
3823,11962,4
9997,12411,4
2111,2165,4
1465,437,4
9098,6084,4
914,1346,4
915,4316,4
3169,248,4
1829,6001,4
6100,1853,4
7759,7774,4
1460,6805,4
10727,10719,4
2260,2281,4
1966,75,4
3635,3681,4
10550,4404,4
650,622,4
10756,1715,4
4364,4387,4
2413,2462,4
319,4862,4
244,3167,4
7553,8269,4
10742,10799,4
1343,9513,4
482,10753,4
364,7406,4
1586,5460,4
7605,10376,4
5998,7744,4
10653,2844,4
8777,5741,4
3186,3191,4
4373,4364,4
11784,11649,4
10472,10478,4
721,778,4
7162,10900,4
2231,4451,4
6077,2759,4
10991,10955,4
4801,3837,4
13668,7395,4
2313,6807,4
7555,10205,4
2185,5002,4
5412,2789,4
9951,10203,4
9683,8106,4
360,4978,4
478,6976,4
10486,10440,4
5944,7616,4
9770,10431,4
1466,1850,4
1882,1424,4
8461,8429,4
2544,8257,4
6578,11577,4
9478,6104,4
9700,4202,4
11101,11127,4
1330,920,4
1342,3078,4
12373,8005,4
1343,11965,4
11633,11680,4
889,874,4
1244,2886,4
611,289,4
281,295,4
6047,6064,4
888,6585,4
1860,8684,4
7540,7506,4
901,1465,4
10067,5007,4
3093,1329,4
5048,4522,4
7821,7859,4
3503,5482,4
5614,5691,4
7679,5016,4
2906,2968,4
1173,1119,4
3173,10033,4
2415,2345,4
6584,6339,4
14780,14714,4
755,368,4
11089,1200,4
3920,4609,4
6030,1484,4
6978,5080,4
3967,2672,4
13232,9362,4
10016,1762,4
10017,557,4
391,1444,4
3639,3671,4
768,755,4
6027,1460,4
139,2440,4
11823,6402,4
3635,2928,4
14741,14705,4
5423,2939,4
1024,942,4
4038,4400,4
3275,210,4
9683,3851,4
2926,10322,4
14776,14705,4
3065,7846,4
5054,3269,4
4224,4248,4
13862,13525,4
3675,988,4
8290,10899,4
348,4109,4
6075,5491,4
1735,3743,4
4770,7194,4
380,344,4
1046,627,4
324,5720,4
1613,6773,4
9331,1747,4
5459,5669,4
8818,10731,4
6987,8679,4
11898,130,4
11128,11122,4
3332,5721,4
9540,8810,4
368,797,4
8048,8961,4
11128,11103,4
979,993,4
8121,1544,4
6293,7721,4
10352,10322,4
746,712,4
5435,5431,4
917,4832,4
8108,439,4
5946,5773,4
5467,4353,4
5755,5748,4
6237,11045,4
13642,13665,4
8230,8280,4
139,2446,4
2185,9441,4
14731,14782,4
2452,2469,4
4080,203,4
4396,4331,4
2285,2243,4
2760,675,4
2734,184,4
2539,2521,4
2992,2912,4
1831,4769,4
8135,3650,4
1452,6531,4
4016,4339,4
9620,9654,4
5490,975,4
837,868,4
10470,10414,4
6752,4862,4
11047,10484,4
9330,9366,4
12981,11651,4
2412,347,4
183,13221,4
4441,905,4
4276,4273,4
5490,5911,4
1587,1287,4
643,2185,4
8993,8920,4
3122,609,4
253,202,4
10456,10433,4
135,141,4
8039,1201,4
3476,366,4
12862,12144,4
11007,5696,4
14777,14768,4
8561,8591,4
3522,4814,4
9386,8659,4
3933,3916,4
9659,3309,4
4850,10373,4
22,4182,4
8196,9480,4
2563,2568,4
11993,10393,4
8117,1321,4
4731,12111,4
4449,5683,4
11544,4483,4
6009,6041,4
7790,7342,4
286,763,4
2784,467,4
602,649,4
6090,6046,4
2769,1332,4
4179,4148,4
10015,5411,4
11948,11472,4
288,3695,4
10483,10485,4
707,1038,4
4990,6047,4
3897,7114,4
10467,6220,4
11123,2766,4
4496,905,4
2926,8353,4
5414,1853,4
13240,13822,4
701,3453,4
5464,5432,4
4013,4044,4
1314,1464,4
3668,3663,4
11101,11156,4
727,721,4
6480,8824,4
7917,8664,4
3755,2851,4
2222,2212,4
2202,2211,4
3459,613,4
11282,79,4
215,248,4
3974,3906,4
3184,1602,4
7162,3243,4
7742,245,4
10785,10716,4
12532,12533,4
5116,7497,4
4988,4969,4
4627,6773,4
10353,10346,4
11407,7507,4
4056,8363,4
6870,6855,4
8589,8005,4
8424,8194,4
6202,9587,4
4827,10328,4
8017,3905,4
1428,485,4
2701,932,4
9927,9971,4
1134,10665,4
1692,299,4
2653,7696,4
915,5409,4
2645,3472,4
1677,1940,4
6668,7560,4
4270,9634,4
9101,4685,4
9600,1555,4
9280,9252,4
501,10767,4
7327,7533,4
8025,7846,4
6870,6874,4
614,7579,4
10082,10002,4
1023,1029,4
7707,7766,4
12516,4972,4
14747,14725,4
2699,2608,4
6733,2857,4
12810,12881,4
8106,9367,4
797,749,4
4990,4607,4
2545,6409,4
5047,5094,4
888,868,4
9824,9875,4
12244,363,4
11562,318,4
6986,7450,4
328,395,4
3307,9620,4
3172,3479,4
9707,10502,4
4523,4346,4
12544,10597,4
5471,5484,4
1903,5148,4
1273,1636,4
9642,9693,4
7645,1432,4
1646,1264,4
10334,10356,4
12862,12883,4
2221,3502,4
9755,4031,4
6352,3465,4
1673,9725,4
1053,771,4
2717,5481,4
1451,6336,4
3590,3093,4
10716,10774,4
8544,7520,4
4076,9634,4
1678,3677,4
6143,10261,4
1770,1788,4
2223,2279,4
7487,7454,4
4309,1314,4
6703,3278,4
3937,4523,4
3442,3171,4
3090,8742,4
3122,3402,4
8411,6773,4
9044,2550,4
135,2665,4
2949,8901,4
1057,8106,4
10368,2973,4
9620,9672,4
13696,13667,4
1343,9752,4
13668,13605,4
1960,1962,4
324,313,4
10742,10766,4
364,772,4
2412,1315,4
6075,4412,4
4009,1696,4
7741,7778,4
4373,6832,4
5961,5994,4
4166,4132,4
2062,5116,4
6093,485,4
712,5101,4
3405,9601,4
11660,11683,4
11208,2561,4
4732,9790,4
5907,5952,4
365,383,4
774,2074,4
726,743,4
6069,3576,4
11049,11062,4
5124,5186,4
10016,2174,4
1398,10427,4
2158,137,4
778,749,4
11438,7520,4
3275,2117,4
8966,8992,4
1637,9700,4
993,7123,4
13296,13571,4
8390,7510,4
606,205,4
2099,2041,4
7418,5203,4
721,724,4
12563,12537,4
11128,11139,4
5420,5404,4
5420,5476,4
5747,10354,4
1955,1957,4
3436,3471,4
3330,1646,4
11508,13221,4
1562,8149,4
12002,12052,4
360,6050,4
11280,11221,4
6036,8024,4
10742,10778,4
9474,9823,4
7082,975,4
4632,7162,4
2279,3502,4
2783,4052,4
8037,8403,4
6099,12669,4
1298,1243,4
7909,1343,4
6815,6805,4
4917,10015,4
11965,11919,4
2656,991,4
4824,4818,4
4957,4690,4
9721,4543,4
1635,625,4
4017,5402,4
5754,10053,4
11442,9623,4
10704,10703,4
5957,6783,4
1884,4942,4
3977,1470,4
3643,3629,4
4983,6052,4
3620,2405,4
9718,9705,4
6668,6857,4
10440,10442,4
5866,5841,4
6836,5977,4
11368,10523,4
11296,11256,4
8411,10356,4
9331,7881,4
6889,2759,4
11067,335,4
701,1042,4
2294,9166,4
740,706,4
9977,6447,4
7725,4796,4
10574,10599,4
997,5769,4
5055,4212,4
5910,13560,4
106,186,4
11138,11120,4
4484,4451,4
2941,2906,4
431,7558,4
9600,1681,4
8556,8660,4
4993,6246,4
4802,2851,4
4287,4209,4
3177,6418,4
5503,9700,4
6459,13215,4
13621,13385,4
928,5440,4
681,248,4
10551,3851,4
5283,1198,4
1043,1031,4
5111,6067,4
11145,11151,4
8025,7744,4
11101,11194,4
5505,663,4
2935,2963,4
839,822,4
8714,9977,4
13221,7099,4
1917,3802,4
2475,2465,4
6622,4451,4
1269,2608,4
525,1134,4
3237,4510,4
4551,1954,4
5964,3120,4
12170,2206,4
3101,4897,4
5431,5479,4
4534,5800,4
750,795,4
7162,9522,4
5793,5741,4
3461,368,4
5007,1401,4
10492,10439,4
1021,381,4
5939,5965,4
7661,9974,4
8017,9282,4
12299,8358,4
362,5741,4
5380,968,4
4009,4013,4
11842,2333,4
10227,7777,4
11308,12043,4
7822,877,4
3759,3962,4
1074,1563,4
7886,3511,4
4037,9601,4
3924,4404,4
1138,4217,4
7187,5287,4
11128,11157,4
582,3512,4
5101,6733,4
2841,497,4
5421,5423,4
1770,8195,4
1831,5812,4
1073,382,4
3529,2244,4
592,1831,4
6729,3618,4
905,2905,4
4076,9640,4
191,4451,4
1666,1439,4
10776,10786,4
13857,13830,4
7240,2957,4
2131,3250,4
6854,6855,4
7662,8068,4
7779,7774,4
3465,3149,4
3191,2476,4
5486,5443,4
11296,3958,4
4056,7919,4
11037,1687,4
4363,3416,4
5421,5479,4
629,1938,4
3933,3908,4
6415,2713,4
3216,8045,4
3851,2489,4
10741,10720,4
3120,3152,4
8973,8904,4
2510,2570,4
3089,1849,4
2550,4283,4
9478,13215,4
8121,8172,4
4453,2581,4
5509,7726,4
7590,7502,4
6143,9623,4
1513,2320,4
6347,6336,4
7679,10037,4
6063,6039,4
7077,7043,4
135,12747,4
4034,9014,4
1030,7951,4
233,8078,4
2969,4395,4
9683,9696,4
1598,1503,4
3758,3486,4
5390,3839,4
4650,3245,4
9859,2441,4
356,7194,4
5111,4770,4
9693,5652,4
7138,4745,4
528,633,4
2068,7243,4
11296,8165,4
167,10806,4
9752,1343,4
4289,4207,4
12051,33,4
4640,4677,4
9777,8006,4
1230,1646,4
11211,6323,4
779,6976,4
9127,10460,4
1391,1310,4
4945,3940,4
2072,2042,4
10015,5748,4
9493,8368,4
5628,5684,4
10726,10774,4
9577,3546,4
6777,4451,4
3162,684,4
264,10130,4
6825,6853,4
9377,9978,4
2532,4364,4
4678,4208,4
2722,1429,4
8160,3145,4
1448,1872,4
6836,5761,4
5957,5941,4
2974,10452,4
11175,11183,4
5966,5761,4
1372,1305,4
3504,3529,4
5471,4339,4
9330,9400,4
1315,4087,4
1572,443,4
928,5421,4
2775,3998,4
7710,4021,4
1337,9988,4
816,831,4
14626,14636,4
10325,3356,4
10037,7579,4
8158,10377,4
9443,1657,4
3275,1762,4
3029,75,4
6807,6326,4
7778,4827,4
3120,2759,4
14680,14636,4
5412,5499,4
1016,362,4
704,774,4
12764,12747,4
10253,9057,4
2101,2161,4
2268,2260,4
2949,10868,4
8163,1240,4
1673,8684,4
4361,4377,4
398,281,4
6848,6869,4
7560,3187,4
10325,4249,4
1064,2489,4
2783,5438,4
293,3104,4
1733,5873,4
7558,5755,4
1619,959,4
4556,7506,4
4818,1204,4
5580,4611,4
5486,5500,4
10457,10406,4
1228,1576,4
1031,355,4
11118,11111,4
1029,706,4
4674,1808,4
2560,299,4
341,1053,4
10812,10762,4
1342,1377,4
6408,4674,4
2941,930,4
3418,4249,4
9057,9052,4
5791,5732,4
5546,3153,4
3590,1677,4
9493,7191,4
4645,4618,4
7727,7877,4
1125,1196,4
10576,3090,4
643,633,4
6084,10373,4
3875,4972,4
8931,8950,4
2965,3648,4
11164,11122,4
3024,5716,4
5787,5755,4
8969,8945,4
5459,2718,4
1733,6584,4
288,9752,4
12841,12899,4
4090,6764,4
9342,9382,4
1343,5669,4
2233,2205,4
9300,4715,4
5774,5766,4
4017,5496,4
1670,4337,4
411,1644,4
4293,9757,4
157,2446,4
6884,6824,4
9091,10243,4
9586,3466,4
5440,5481,4
1092,1271,4
5566,7820,4
1208,2776,4
3275,5209,4
6001,2549,4
8485,8450,4
5015,5978,4
356,323,4
5564,249,4
10476,10419,4
1544,2262,4
2074,1976,4
5503,3064,4
10653,4433,4
2090,2012,4
6818,6840,4
7605,2906,4
11347,7674,4
4711,3962,4
734,739,4
1849,2024,4
6889,5481,4
5733,6268,4
3920,4255,4
7950,9421,4
9470,9435,4
10329,5015,4
4009,5499,4
7635,7721,4
4391,3148,4
625,3503,4
2064,2822,4
9620,9679,4
704,740,4
10726,10799,4
1449,517,4
746,730,4
6113,2138,4
792,774,4
2088,4344,4
5055,8004,4
11275,2718,4
6591,1410,4
9665,9624,4
8961,10373,4
7833,8039,4
5198,4877,4
2662,1424,4
11315,2869,4
7725,9472,4
9026,9097,4
5396,290,4
4373,6047,4
1966,5438,4
8509,2728,4
3678,2325,4
6853,6833,4
13800,13734,4
10017,1670,4
7872,2906,4
3002,2012,4
11860,2164,4
5989,5960,4
736,2489,4
13848,1656,4
1191,11888,4
1451,7044,4
5761,5755,4
2807,5101,4
2068,3493,4
3147,3106,4
10145,5303,4
1013,797,4
755,746,4
1056,706,4
10248,7721,4
5481,6855,4
7812,2640,4
12408,12070,4
1208,1677,4
6039,5734,4
6735,6730,4
1545,1528,4
10482,10445,4
334,3967,4
10412,10419,4
704,752,4
5015,6937,4
8190,1646,4
7568,6453,4
6853,6874,4
1240,1299,4
3090,3078,4
4097,1849,4
6030,4025,4
3802,4283,4
2415,3754,4
13620,7710,4
5053,5042,4
13647,13620,4
9355,12841,4
95,7082,4
5468,5438,4
4580,4336,4
8884,4451,4
681,4933,4
2489,1041,4
2285,683,4
2258,5711,4
6893,2773,4
10487,10475,4
10270,1057,4
3153,8775,4
8958,8965,4
6763,6726,4
9445,9159,4
6418,8015,4
5471,5402,4
5850,4235,4
6695,2035,4
9686,9622,4
10713,10770,4
482,5411,4
7034,1735,4
7910,5116,4
13621,320,4
11041,11353,4
9623,10261,4
1428,6093,4
9956,10568,4
1617,9385,4
7418,664,4
3396,3336,4
9346,9364,4
1263,7711,4
7099,8446,4
7180,4430,4
1545,955,4
