Passenger 1 ID,Passenger 2 ID,Number of flights together,From,To
1673,255,4,2017-01-01,2017-03-01
2248,3598,4,2017-01-01,2017-03-01
4013,4080,4,2017-01-01,2017-03-01
1247,2667,4,2017-01-01,2017-03-01
763,785,4,2017-01-01,2017-03-01
3182,2186,4,2017-01-01,2017-03-01
755,764,4,2017-01-01,2017-03-01
2232,2231,4,2017-01-01,2017-03-01
1073,1029,4,2017-01-01,2017-03-01
3104,3924,4,2017-01-01,2017-03-01
1269,1503,4,2017-01-01,2017-03-01
294,256,4,2017-01-01,2017-03-01
1904,1920,4,2017-01-01,2017-03-01
2655,1542,4,2017-01-01,2017-03-01
126,2325,4,2017-01-01,2017-03-01
3019,3021,4,2017-01-01,2017-03-01
4665,4690,4,2017-01-01,2017-03-01
734,759,4,2017-01-01,2017-03-01
292,247,4,2017-01-01,2017-03-01
2263,2427,4,2017-01-01,2017-03-01
743,762,4,2017-01-01,2017-03-01
4361,4384,4,2017-01-01,2017-03-01
3123,2600,4,2017-01-01,2017-03-01
3510,3537,4,2017-01-01,2017-03-01
760,727,4,2017-01-01,2017-03-01
1056,334,4,2017-01-01,2017-03-01
4608,4620,4,2017-01-01,2017-03-01
1962,1941,4,2017-01-01,2017-03-01
751,704,4,2017-01-01,2017-03-01
1243,2573,4,2017-01-01,2017-03-01
2263,2255,4,2017-01-01,2017-03-01
975,2783,4,2017-01-01,2017-03-01
1062,1220,4,2017-01-01,2017-03-01
2273,2254,4,2017-01-01,2017-03-01
3941,3966,4,2017-01-01,2017-03-01
2857,2783,4,2017-01-01,2017-03-01
793,719,4,2017-01-01,2017-03-01
3742,3791,4,2017-01-01,2017-03-01
1445,1409,4,2017-01-01,2017-03-01
746,758,4,2017-01-01,2017-03-01
1960,1988,4,2017-01-01,2017-03-01
4017,4353,4,2017-01-01,2017-03-01
1432,1465,4,2017-01-01,2017-03-01
3635,3698,4,2017-01-01,2017-03-01
2233,2299,4,2017-01-01,2017-03-01
1659,4677,4,2017-01-01,2017-03-01
3924,3906,4,2017-01-01,2017-03-01
3104,1576,4,2017-01-01,2017-03-01
743,764,4,2017-01-01,2017-03-01
263,221,4,2017-01-01,2017-03-01
682,271,4,2017-01-01,2017-03-01
682,625,4,2017-01-01,2017-03-01
1298,2573,4,2017-01-01,2017-03-01
1332,2988,4,2017-01-01,2017-03-01
266,255,4,2017-01-01,2017-03-01
331,1576,4,2017-01-01,2017-03-01
4025,4088,4,2017-01-01,2017-03-01
2148,2110,4,2017-01-01,2017-03-01
2276,2247,4,2017-01-01,2017-03-01
768,773,4,2017-01-01,2017-03-01
205,684,4,2017-01-01,2017-03-01
2951,3679,4,2017-01-01,2017-03-01
1223,1287,4,2017-01-01,2017-03-01
712,701,4,2017-01-01,2017-03-01
1509,1553,4,2017-01-01,2017-03-01
4611,4656,4,2017-01-01,2017-03-01
912,977,4,2017-01-01,2017-03-01
1666,4395,4,2017-01-01,2017-03-01
3475,3477,4,2017-01-01,2017-03-01
746,786,4,2017-01-01,2017-03-01
392,368,4,2017-01-01,2017-03-01
1422,2759,4,2017-01-01,2017-03-01
1842,1865,4,2017-01-01,2017-03-01
620,3119,4,2017-01-01,2017-03-01
778,309,4,2017-01-01,2017-03-01
360,305,4,2017-01-01,2017-03-01
1598,3924,4,2017-01-01,2017-03-01
2335,2407,4,2017-01-01,2017-03-01
3436,3477,4,2017-01-01,2017-03-01
381,308,4,2017-01-01,2017-03-01
1867,1868,4,2017-01-01,2017-03-01
3104,215,4,2017-01-01,2017-03-01
2571,2527,4,2017-01-01,2017-03-01
2233,2244,4,2017-01-01,2017-03-01
4012,4059,4,2017-01-01,2017-03-01
1916,1945,4,2017-01-01,2017-03-01
4496,4452,4,2017-01-01,2017-03-01
2236,3563,4,2017-01-01,2017-03-01
751,785,4,2017-01-01,2017-03-01
3815,3808,4,2017-01-01,2017-03-01
1029,1057,4,2017-01-01,2017-03-01
1652,461,4,2017-01-01,2017-03-01
2769,2754,4,2017-01-01,2017-03-01
3137,3109,4,2017-01-01,2017-03-01
724,3490,4,2017-01-01,2017-03-01
3675,3679,4,2017-01-01,2017-03-01
1864,1891,4,2017-01-01,2017-03-01
650,1693,4,2017-01-01,2017-03-01
4309,4388,4,2017-01-01,2017-03-01
364,752,4,2017-01-01,2017-03-01
3989,3914,4,2017-01-01,2017-03-01
3192,275,4,2017-01-01,2017-03-01
707,739,4,2017-01-01,2017-03-01
315,1007,4,2017-01-01,2017-03-01
4608,4670,4,2017-01-01,2017-03-01
1666,437,4,2017-01-01,2017-03-01
2482,2477,4,2017-01-01,2017-03-01
4025,1314,4,2017-01-01,2017-03-01
3440,3475,4,2017-01-01,2017-03-01
3159,2153,4,2017-01-01,2017-03-01
1993,1984,4,2017-01-01,2017-03-01
1955,1972,4,2017-01-01,2017-03-01
1056,797,4,2017-01-01,2017-03-01
4364,4388,4,2017-01-01,2017-03-01
2262,2281,4,2017-01-01,2017-03-01
1602,1240,4,2017-01-01,2017-03-01
4353,4399,4,2017-01-01,2017-03-01
4398,4377,4,2017-01-01,2017-03-01
382,749,4,2017-01-01,2017-03-01
1581,1506,4,2017-01-01,2017-03-01
1394,1310,4,2017-01-01,2017-03-01
324,330,4,2017-01-01,2017-03-01
331,1503,4,2017-01-01,2017-03-01
2454,2407,4,2017-01-01,2017-03-01
3809,3837,4,2017-01-01,2017-03-01
1371,1696,4,2017-01-01,2017-03-01
915,4080,4,2017-01-01,2017-03-01
759,706,4,2017-01-01,2017-03-01
751,3414,4,2017-01-01,2017-03-01
3540,3589,4,2017-01-01,2017-03-01
1482,1484,4,2017-01-01,2017-03-01
3635,126,4,2017-01-01,2017-03-01
448,409,4,2017-01-01,2017-03-01
4025,4002,4,2017-01-01,2017-03-01
4645,4614,4,2017-01-01,2017-03-01
1013,1029,4,2017-01-01,2017-03-01
4042,4399,4,2017-01-01,2017-03-01
2816,1074,4,2017-01-01,2017-03-01
1271,1269,4,2017-01-01,2017-03-01
1069,1093,4,2017-01-01,2017-03-01
1290,1252,4,2017-01-01,2017-03-01
716,737,4,2017-01-01,2017-03-01
1988,1941,4,2017-01-01,2017-03-01
804,851,4,2017-01-01,2017-03-01
905,1315,4,2017-01-01,2017-03-01
4675,4665,4,2017-01-01,2017-03-01
731,1043,4,2017-01-01,2017-03-01
624,611,4,2017-01-01,2017-03-01
3410,3477,4,2017-01-01,2017-03-01
1975,1992,4,2017-01-01,2017-03-01
2452,2464,4,2017-01-01,2017-03-01
4409,4452,4,2017-01-01,2017-03-01
244,289,4,2017-01-01,2017-03-01
1053,355,4,2017-01-01,2017-03-01
3639,3679,4,2017-01-01,2017-03-01
1947,1970,4,2017-01-01,2017-03-01
1013,360,4,2017-01-01,2017-03-01
704,727,4,2017-01-01,2017-03-01
1247,2608,4,2017-01-01,2017-03-01
1884,1828,4,2017-01-01,2017-03-01
813,851,4,2017-01-01,2017-03-01
2152,2186,4,2017-01-01,2017-03-01
4016,1818,4,2017-01-01,2017-03-01
1066,1223,4,2017-01-01,2017-03-01
5193,5152,4,2017-01-01,2017-03-01
1053,3483,4,2017-01-01,2017-03-01
768,792,4,2017-01-01,2017-03-01
1666,407,4,2017-01-01,2017-03-01
839,851,4,2017-01-01,2017-03-01
490,299,4,2017-01-01,2017-03-01
2941,2959,4,2017-01-01,2017-03-01
4632,4680,4,2017-01-01,2017-03-01
2857,2759,4,2017-01-01,2017-03-01
704,739,4,2017-01-01,2017-03-01
4017,4066,4,2017-01-01,2017-03-01
3858,3805,4,2017-01-01,2017-03-01
4608,4643,4,2017-01-01,2017-03-01
382,1026,4,2017-01-01,2017-03-01
763,764,4,2017-01-01,2017-03-01
1002,1021,4,2017-01-01,2017-03-01
975,2968,4,2017-01-01,2017-03-01
3940,3914,4,2017-01-01,2017-03-01
759,1053,4,2017-01-01,2017-03-01
3317,3329,4,2017-01-01,2017-03-01
4364,4353,4,2017-01-01,2017-03-01
3654,2437,4,2017-01-01,2017-03-01
366,763,4,2017-01-01,2017-03-01
4449,4451,4,2017-01-01,2017-03-01
2183,263,4,2017-01-01,2017-03-01
2187,2162,4,2017-01-01,2017-03-01
4029,4066,4,2017-01-01,2017-03-01
1954,1905,4,2017-01-01,2017-03-01
876,874,4,2017-01-01,2017-03-01
731,701,4,2017-01-01,2017-03-01
324,1095,4,2017-01-01,2017-03-01
750,1026,4,2017-01-01,2017-03-01
4090,4011,4,2017-01-01,2017-03-01
1095,368,4,2017-01-01,2017-03-01
1503,1598,4,2017-01-01,2017-03-01
3978,3914,4,2017-01-01,2017-03-01
1013,1045,4,2017-01-01,2017-03-01
709,774,4,2017-01-01,2017-03-01
2187,2145,4,2017-01-01,2017-03-01
1976,1903,4,2017-01-01,2017-03-01
4607,4671,4,2017-01-01,2017-03-01
1677,4516,4,2017-01-01,2017-03-01
704,724,4,2017-01-01,2017-03-01
709,797,4,2017-01-01,2017-03-01
2663,1024,4,2017-01-01,2017-03-01
1073,758,4,2017-01-01,2017-03-01
1035,1053,4,2017-01-01,2017-03-01
490,255,4,2017-01-01,2017-03-01
1290,1274,4,2017-01-01,2017-03-01
1314,1367,4,2017-01-01,2017-03-01
407,4059,4,2017-01-01,2017-03-01
962,910,4,2017-01-01,2017-03-01
601,248,4,2017-01-01,2017-03-01
844,801,4,2017-01-01,2017-03-01
2155,2110,4,2017-01-01,2017-03-01
4672,4677,4,2017-01-01,2017-03-01
3941,3913,4,2017-01-01,2017-03-01
850,884,4,2017-01-01,2017-03-01
2142,2141,4,2017-01-01,2017-03-01
915,4399,4,2017-01-01,2017-03-01
1024,1042,4,2017-01-01,2017-03-01
4466,4415,4,2017-01-01,2017-03-01
724,774,4,2017-01-01,2017-03-01
2236,3578,4,2017-01-01,2017-03-01
3648,3624,4,2017-01-01,2017-03-01
843,832,4,2017-01-01,2017-03-01
3145,3149,4,2017-01-01,2017-03-01
913,2939,4,2017-01-01,2017-03-01
2279,1384,4,2017-01-01,2017-03-01
740,355,4,2017-01-01,2017-03-01
4645,4673,4,2017-01-01,2017-03-01
740,3477,4,2017-01-01,2017-03-01
734,762,4,2017-01-01,2017-03-01
3565,3579,4,2017-01-01,2017-03-01
4695,4682,4,2017-01-01,2017-03-01
360,1029,4,2017-01-01,2017-03-01
2187,2110,4,2017-01-01,2017-03-01
1300,255,4,2017-01-01,2017-03-01
1842,2767,4,2017-01-01,2017-03-01
726,719,4,2017-01-01,2017-03-01
3159,2186,4,2017-01-01,2017-03-01
730,768,4,2017-01-01,2017-03-01
1903,1951,4,2017-01-01,2017-03-01
768,719,4,2017-01-01,2017-03-01
1818,1696,4,2017-01-01,2017-03-01
2199,2186,4,2017-01-01,2017-03-01
3678,2458,4,2017-01-01,2017-03-01
1456,1489,4,2017-01-01,2017-03-01
4044,4011,4,2017-01-01,2017-03-01
1976,1984,4,2017-01-01,2017-03-01
2563,3180,4,2017-01-01,2017-03-01
1371,1367,4,2017-01-01,2017-03-01
778,706,4,2017-01-01,2017-03-01
740,701,4,2017-01-01,2017-03-01
3582,3598,4,2017-01-01,2017-03-01
4668,4655,4,2017-01-01,2017-03-01
3123,274,4,2017-01-01,2017-03-01
341,392,4,2017-01-01,2017-03-01
4053,1464,4,2017-01-01,2017-03-01
313,731,4,2017-01-01,2017-03-01
4171,4157,4,2017-01-01,2017-03-01
4316,4399,4,2017-01-01,2017-03-01
2969,4011,4,2017-01-01,2017-03-01
3933,3913,4,2017-01-01,2017-03-01
1371,4011,4,2017-01-01,2017-03-01
687,699,4,2017-01-01,2017-03-01
3941,3931,4,2017-01-01,2017-03-01
1371,2759,4,2017-01-01,2017-03-01
813,804,4,2017-01-01,2017-03-01
766,749,4,2017-01-01,2017-03-01
704,785,4,2017-01-01,2017-03-01
4083,4013,4,2017-01-01,2017-03-01
4025,2941,4,2017-01-01,2017-03-01
2924,2928,4,2017-01-01,2017-03-01
385,773,4,2017-01-01,2017-03-01
768,704,4,2017-01-01,2017-03-01
254,234,4,2017-01-01,2017-03-01
2325,2437,4,2017-01-01,2017-03-01
729,719,4,2017-01-01,2017-03-01
734,746,4,2017-01-01,2017-03-01
369,1223,4,2017-01-01,2017-03-01
2173,2169,4,2017-01-01,2017-03-01
1330,988,4,2017-01-01,2017-03-01
774,773,4,2017-01-01,2017-03-01
1960,1945,4,2017-01-01,2017-03-01
3776,3775,4,2017-01-01,2017-03-01
915,4083,4,2017-01-01,2017-03-01
2781,2767,4,2017-01-01,2017-03-01
3146,606,4,2017-01-01,2017-03-01
4398,4384,4,2017-01-01,2017-03-01
3849,3887,4,2017-01-01,2017-03-01
3678,2427,4,2017-01-01,2017-03-01
368,364,4,2017-01-01,2017-03-01
3440,3439,4,2017-01-01,2017-03-01
2441,3648,4,2017-01-01,2017-03-01
3921,3939,4,2017-01-01,2017-03-01
778,721,4,2017-01-01,2017-03-01
293,3162,4,2017-01-01,2017-03-01
2221,126,4,2017-01-01,2017-03-01
1544,1542,4,2017-01-01,2017-03-01
368,764,4,2017-01-01,2017-03-01
650,274,4,2017-01-01,2017-03-01
244,679,4,2017-01-01,2017-03-01
3809,3887,4,2017-01-01,2017-03-01
3439,3414,4,2017-01-01,2017-03-01
382,362,4,2017-01-01,2017-03-01
726,701,4,2017-01-01,2017-03-01
797,761,4,2017-01-01,2017-03-01
774,721,4,2017-01-01,2017-03-01
4316,4373,4,2017-01-01,2017-03-01
4029,4044,4,2017-01-01,2017-03-01
266,211,4,2017-01-01,2017-03-01
876,889,4,2017-01-01,2017-03-01
293,2522,4,2017-01-01,2017-03-01
766,721,4,2017-01-01,2017-03-01
1391,437,4,2017-01-01,2017-03-01
4200,1722,4,2017-01-01,2017-03-01
3716,3713,4,2017-01-01,2017-03-01
218,286,4,2017-01-01,2017-03-01
2223,1343,4,2017-01-01,2017-03-01
2246,2240,4,2017-01-01,2017-03-01
2122,2110,4,2017-01-01,2017-03-01
1844,1818,4,2017-01-01,2017-03-01
1844,1074,4,2017-01-01,2017-03-01
2221,2263,4,2017-01-01,2017-03-01
839,859,4,2017-01-01,2017-03-01
2467,126,4,2017-01-01,2017-03-01
793,739,4,2017-01-01,2017-03-01
2406,2460,4,2017-01-01,2017-03-01
1463,1452,4,2017-01-01,2017-03-01
704,759,4,2017-01-01,2017-03-01
4009,4053,4,2017-01-01,2017-03-01
3904,3914,4,2017-01-01,2017-03-01
1051,381,4,2017-01-01,2017-03-01
743,739,4,2017-01-01,2017-03-01
3122,2175,4,2017-01-01,2017-03-01
781,737,4,2017-01-01,2017-03-01
729,740,4,2017-01-01,2017-03-01
2802,2988,4,2017-01-01,2017-03-01
730,781,4,2017-01-01,2017-03-01
679,696,4,2017-01-01,2017-03-01
3182,679,4,2017-01-01,2017-03-01
4359,4032,4,2017-01-01,2017-03-01
266,3162,4,2017-01-01,2017-03-01
3678,126,4,2017-01-01,2017-03-01
1356,1303,4,2017-01-01,2017-03-01
1371,2783,4,2017-01-01,2017-03-01
3554,3577,4,2017-01-01,2017-03-01
4411,4499,4,2017-01-01,2017-03-01
4607,4690,4,2017-01-01,2017-03-01
3921,3932,4,2017-01-01,2017-03-01
774,727,4,2017-01-01,2017-03-01
2759,2783,4,2017-01-01,2017-03-01
2233,2242,4,2017-01-01,2017-03-01
1947,1918,4,2017-01-01,2017-03-01
360,1023,4,2017-01-01,2017-03-01
740,762,4,2017-01-01,2017-03-01
1322,2758,4,2017-01-01,2017-03-01
248,299,4,2017-01-01,2017-03-01
2169,2136,4,2017-01-01,2017-03-01
905,1377,4,2017-01-01,2017-03-01
915,4052,4,2017-01-01,2017-03-01
364,701,4,2017-01-01,2017-03-01
218,263,4,2017-01-01,2017-03-01
364,706,4,2017-01-01,2017-03-01
3933,3914,4,2017-01-01,2017-03-01
704,786,4,2017-01-01,2017-03-01
293,2600,4,2017-01-01,2017-03-01
4319,4038,4,2017-01-01,2017-03-01
701,355,4,2017-01-01,2017-03-01
3681,1384,4,2017-01-01,2017-03-01
3509,3577,4,2017-01-01,2017-03-01
1290,1226,4,2017-01-01,2017-03-01
812,804,4,2017-01-01,2017-03-01
315,308,4,2017-01-01,2017-03-01
331,440,4,2017-01-01,2017-03-01
2469,2496,4,2017-01-01,2017-03-01
2458,2325,4,2017-01-01,2017-03-01
3675,3547,4,2017-01-01,2017-03-01
226,215,4,2017-01-01,2017-03-01
4025,1482,4,2017-01-01,2017-03-01
1999,1986,4,2017-01-01,2017-03-01
768,366,4,2017-01-01,2017-03-01
4609,4614,4,2017-01-01,2017-03-01
2531,1673,4,2017-01-01,2017-03-01
3706,3775,4,2017-01-01,2017-03-01
3463,3491,4,2017-01-01,2017-03-01
833,804,4,2017-01-01,2017-03-01
3524,2298,4,2017-01-01,2017-03-01
3405,3471,4,2017-01-01,2017-03-01
3104,1673,4,2017-01-01,2017-03-01
3286,3230,4,2017-01-01,2017-03-01
20,22,4,2017-01-01,2017-03-01
2626,2685,4,2017-01-01,2017-03-01
1095,1007,4,2017-01-01,2017-03-01
3155,3154,4,2017-01-01,2017-03-01
2717,1696,4,2017-01-01,2017-03-01
2563,443,4,2017-01-01,2017-03-01
364,716,4,2017-01-01,2017-03-01
3162,255,4,2017-01-01,2017-03-01
804,859,4,2017-01-01,2017-03-01
1248,1696,4,2017-01-01,2017-03-01
3678,3654,4,2017-01-01,2017-03-01
360,764,4,2017-01-01,2017-03-01
4611,4607,4,2017-01-01,2017-03-01
3169,3162,4,2017-01-01,2017-03-01
750,716,4,2017-01-01,2017-03-01
341,1007,4,2017-01-01,2017-03-01
2467,920,4,2017-01-01,2017-03-01
356,312,4,2017-01-01,2017-03-01
3178,3132,4,2017-01-01,2017-03-01
1031,1029,4,2017-01-01,2017-03-01
1051,1013,4,2017-01-01,2017-03-01
2043,2093,4,2017-01-01,2017-03-01
1813,910,4,2017-01-01,2017-03-01
2965,3679,4,2017-01-01,2017-03-01
3639,3675,4,2017-01-01,2017-03-01
746,374,4,2017-01-01,2017-03-01
4017,4002,4,2017-01-01,2017-03-01
4353,4052,4,2017-01-01,2017-03-01
610,615,4,2017-01-01,2017-03-01
740,368,4,2017-01-01,2017-03-01
613,665,4,2017-01-01,2017-03-01
4630,4614,4,2017-01-01,2017-03-01
2802,962,4,2017-01-01,2017-03-01
729,749,4,2017-01-01,2017-03-01
758,716,4,2017-01-01,2017-03-01
889,802,4,2017-01-01,2017-03-01
231,3184,4,2017-01-01,2017-03-01
2277,2298,4,2017-01-01,2017-03-01
2262,2207,4,2017-01-01,2017-03-01
4672,4657,4,2017-01-01,2017-03-01
3123,3157,4,2017-01-01,2017-03-01
3698,3624,4,2017-01-01,2017-03-01
2288,2207,4,2017-01-01,2017-03-01
797,766,4,2017-01-01,2017-03-01
1298,2567,4,2017-01-01,2017-03-01
1986,1971,4,2017-01-01,2017-03-01
272,690,4,2017-01-01,2017-03-01
3180,684,4,2017-01-01,2017-03-01
4364,4395,4,2017-01-01,2017-03-01
1918,1903,4,2017-01-01,2017-03-01
1051,1023,4,2017-01-01,2017-03-01
603,609,4,2017-01-01,2017-03-01
1829,1837,4,2017-01-01,2017-03-01
750,761,4,2017-01-01,2017-03-01
3436,3414,4,2017-01-01,2017-03-01
762,716,4,2017-01-01,2017-03-01
790,796,4,2017-01-01,2017-03-01
729,774,4,2017-01-01,2017-03-01
395,1031,4,2017-01-01,2017-03-01
443,684,4,2017-01-01,2017-03-01
1031,362,4,2017-01-01,2017-03-01
1962,1938,4,2017-01-01,2017-03-01
913,928,4,2017-01-01,2017-03-01
4316,1696,4,2017-01-01,2017-03-01
354,360,4,2017-01-01,2017-03-01
3104,3192,4,2017-01-01,2017-03-01
701,760,4,2017-01-01,2017-03-01
739,716,4,2017-01-01,2017-03-01
4042,4339,4,2017-01-01,2017-03-01
2148,2134,4,2017-01-01,2017-03-01
2209,2275,4,2017-01-01,2017-03-01
3440,3463,4,2017-01-01,2017-03-01
793,706,4,2017-01-01,2017-03-01
3571,3502,4,2017-01-01,2017-03-01
1043,1023,4,2017-01-01,2017-03-01
4025,1464,4,2017-01-01,2017-03-01
211,681,4,2017-01-01,2017-03-01
3146,275,4,2017-01-01,2017-03-01
3933,3966,4,2017-01-01,2017-03-01
780,748,4,2017-01-01,2017-03-01
1013,324,4,2017-01-01,2017-03-01
4016,4083,4,2017-01-01,2017-03-01
799,752,4,2017-01-01,2017-03-01
314,2608,4,2017-01-01,2017-03-01
2186,2197,4,2017-01-01,2017-03-01
2072,2075,4,2017-01-01,2017-03-01
3639,2325,4,2017-01-01,2017-03-01
477,482,4,2017-01-01,2017-03-01
2941,2789,4,2017-01-01,2017-03-01
3440,368,4,2017-01-01,2017-03-01
4329,4344,4,2017-01-01,2017-03-01
2410,2430,4,2017-01-01,2017-03-01
2178,263,4,2017-01-01,2017-03-01
2178,2152,4,2017-01-01,2017-03-01
2189,2163,4,2017-01-01,2017-03-01
385,795,4,2017-01-01,2017-03-01
205,276,4,2017-01-01,2017-03-01
1165,1149,4,2017-01-01,2017-03-01
1048,1003,4,2017-01-01,2017-03-01
2941,1818,4,2017-01-01,2017-03-01
4695,4665,4,2017-01-01,2017-03-01
799,774,4,2017-01-01,2017-03-01
374,1021,4,2017-01-01,2017-03-01
746,707,4,2017-01-01,2017-03-01
2539,2514,4,2017-01-01,2017-03-01
3639,2407,4,2017-01-01,2017-03-01
1987,1956,4,2017-01-01,2017-03-01
940,1377,4,2017-01-01,2017-03-01
778,739,4,2017-01-01,2017-03-01
735,725,4,2017-01-01,2017-03-01
373,367,4,2017-01-01,2017-03-01
4069,4002,4,2017-01-01,2017-03-01
1988,1917,4,2017-01-01,2017-03-01
4061,4040,4,2017-01-01,2017-03-01
1247,3914,4,2017-01-01,2017-03-01
601,3180,4,2017-01-01,2017-03-01
763,773,4,2017-01-01,2017-03-01
819,868,4,2017-01-01,2017-03-01
4398,4329,4,2017-01-01,2017-03-01
2511,1696,4,2017-01-01,2017-03-01
1240,1288,4,2017-01-01,2017-03-01
2130,2110,4,2017-01-01,2017-03-01
606,255,4,2017-01-01,2017-03-01
431,416,4,2017-01-01,2017-03-01
746,747,4,2017-01-01,2017-03-01
638,625,4,2017-01-01,2017-03-01
901,1323,4,2017-01-01,2017-03-01
2405,2498,4,2017-01-01,2017-03-01
745,796,4,2017-01-01,2017-03-01
1269,3913,4,2017-01-01,2017-03-01
645,3109,4,2017-01-01,2017-03-01
3871,3824,4,2017-01-01,2017-03-01
2992,910,4,2017-01-01,2017-03-01
3554,3502,4,2017-01-01,2017-03-01
2278,2229,4,2017-01-01,2017-03-01
2123,641,4,2017-01-01,2017-03-01
2232,2250,4,2017-01-01,2017-03-01
3421,3490,4,2017-01-01,2017-03-01
1482,1314,4,2017-01-01,2017-03-01
1013,701,4,2017-01-01,2017-03-01
4017,4395,4,2017-01-01,2017-03-01
701,764,4,2017-01-01,2017-03-01
1001,1057,4,2017-01-01,2017-03-01
848,868,4,2017-01-01,2017-03-01
1842,1853,4,2017-01-01,2017-03-01
850,804,4,2017-01-01,2017-03-01
2130,662,4,2017-01-01,2017-03-01
2325,2427,4,2017-01-01,2017-03-01
2245,2233,4,2017-01-01,2017-03-01
705,752,4,2017-01-01,2017-03-01
3438,3411,4,2017-01-01,2017-03-01
395,764,4,2017-01-01,2017-03-01
703,752,4,2017-01-01,2017-03-01
758,781,4,2017-01-01,2017-03-01
704,730,4,2017-01-01,2017-03-01
701,759,4,2017-01-01,2017-03-01
3367,3309,4,2017-01-01,2017-03-01
3483,3451,4,2017-01-01,2017-03-01
1422,1696,4,2017-01-01,2017-03-01
650,688,4,2017-01-01,2017-03-01
772,3490,4,2017-01-01,2017-03-01
4668,4618,4,2017-01-01,2017-03-01
4522,3839,4,2017-01-01,2017-03-01
4675,4656,4,2017-01-01,2017-03-01
975,4395,4,2017-01-01,2017-03-01
2036,2043,4,2017-01-01,2017-03-01
4633,4686,4,2017-01-01,2017-03-01
2667,1576,4,2017-01-01,2017-03-01
2142,2163,4,2017-01-01,2017-03-01
2773,2767,4,2017-01-01,2017-03-01
758,766,4,2017-01-01,2017-03-01
4608,4667,4,2017-01-01,2017-03-01
738,702,4,2017-01-01,2017-03-01
354,739,4,2017-01-01,2017-03-01
4060,4088,4,2017-01-01,2017-03-01
1960,1974,4,2017-01-01,2017-03-01
1240,461,4,2017-01-01,2017-03-01
3980,333,4,2017-01-01,2017-03-01
1970,1951,4,2017-01-01,2017-03-01
915,2867,4,2017-01-01,2017-03-01
740,374,4,2017-01-01,2017-03-01
246,221,4,2017-01-01,2017-03-01
4359,4046,4,2017-01-01,2017-03-01
2263,3578,4,2017-01-01,2017-03-01
1247,3904,4,2017-01-01,2017-03-01
385,749,4,2017-01-01,2017-03-01
4425,4452,4,2017-01-01,2017-03-01
2988,2972,4,2017-01-01,2017-03-01
2951,3603,4,2017-01-01,2017-03-01
1484,4011,4,2017-01-01,2017-03-01
703,795,4,2017-01-01,2017-03-01
324,1023,4,2017-01-01,2017-03-01
1581,2681,4,2017-01-01,2017-03-01
4407,4418,4,2017-01-01,2017-03-01
1369,1323,4,2017-01-01,2017-03-01
4632,4657,4,2017-01-01,2017-03-01
4473,4405,4,2017-01-01,2017-03-01
1298,3162,4,2017-01-01,2017-03-01
3180,606,4,2017-01-01,2017-03-01
2709,2767,4,2017-01-01,2017-03-01
3787,3775,4,2017-01-01,2017-03-01
3193,3114,4,2017-01-01,2017-03-01
799,739,4,2017-01-01,2017-03-01
1056,1026,4,2017-01-01,2017-03-01
716,747,4,2017-01-01,2017-03-01
4092,4057,4,2017-01-01,2017-03-01
603,690,4,2017-01-01,2017-03-01
1236,1024,4,2017-01-01,2017-03-01
2521,2560,4,2017-01-01,2017-03-01
758,747,4,2017-01-01,2017-03-01
4046,4020,4,2017-01-01,2017-03-01
3438,3405,4,2017-01-01,2017-03-01
3169,606,4,2017-01-01,2017-03-01
795,308,4,2017-01-01,2017-03-01
739,760,4,2017-01-01,2017-03-01
734,752,4,2017-01-01,2017-03-01
733,747,4,2017-01-01,2017-03-01
3440,1023,4,2017-01-01,2017-03-01
3195,3114,4,2017-01-01,2017-03-01
2699,2667,4,2017-01-01,2017-03-01
724,749,4,2017-01-01,2017-03-01
3084,3089,4,2017-01-01,2017-03-01
791,716,4,2017-01-01,2017-03-01
4090,4063,4,2017-01-01,2017-03-01
778,1002,4,2017-01-01,2017-03-01
3413,3479,4,2017-01-01,2017-03-01
374,328,4,2017-01-01,2017-03-01
292,221,4,2017-01-01,2017-03-01
3084,3075,4,2017-01-01,2017-03-01
703,701,4,2017-01-01,2017-03-01
4675,4696,4,2017-01-01,2017-03-01
2222,3635,4,2017-01-01,2017-03-01
1960,1917,4,2017-01-01,2017-03-01
1581,1269,4,2017-01-01,2017-03-01
1322,1391,4,2017-01-01,2017-03-01
392,771,4,2017-01-01,2017-03-01
1043,1001,4,2017-01-01,2017-03-01
773,749,4,2017-01-01,2017-03-01
2789,1696,4,2017-01-01,2017-03-01
928,975,4,2017-01-01,2017-03-01
4373,4013,4,2017-01-01,2017-03-01
243,604,4,2017-01-01,2017-03-01
1023,739,4,2017-01-01,2017-03-01
2111,2134,4,2017-01-01,2017-03-01
2279,2295,4,2017-01-01,2017-03-01
659,624,4,2017-01-01,2017-03-01
716,749,4,2017-01-01,2017-03-01
1247,1066,4,2017-01-01,2017-03-01
762,739,4,2017-01-01,2017-03-01
1043,1021,4,2017-01-01,2017-03-01
4182,4178,4,2017-01-01,2017-03-01
354,313,4,2017-01-01,2017-03-01
727,731,4,2017-01-01,2017-03-01
272,292,4,2017-01-01,2017-03-01
751,795,4,2017-01-01,2017-03-01
758,774,4,2017-01-01,2017-03-01
819,884,4,2017-01-01,2017-03-01
1937,1917,4,2017-01-01,2017-03-01
766,737,4,2017-01-01,2017-03-01
4016,2941,4,2017-01-01,2017-03-01
